1516	9963
1516	14878
1516	17627
1516	17965
1516	18588
1516	18653
1516	25706
1516	26166
1516	26970
1516	30054
1516	30301
1516	30496
1516	30513
1516	30633
1516	30806
1516	31207
1516	31318
1516	31344
1516	37729
1516	37799
1516	38495
1516	39395
1516	39597
1516	43942
1516	45990
1516	46512
1516	46704
1516	47344
1516	47459
1516	50347
1516	50792
1516	51053
1516	51353
1516	54816
1516	55188
1567	9778
1567	10474
1567	10611
1567	10654
1567	29997
1567	30478
1567	38109
1567	38314
1567	38762
1567	39266
1567	46237
1567	46422
1567	50653
1567	51566
1567	51615
1567	54434
1567	54507
1567	54557
1568	10276
1568	10343
1568	10736
1568	14117
1568	21864
1568	22384
1568	30067
1568	30481
1568	30505
1568	30520
1568	34062
1568	35240
1568	38103
1568	38508
1568	38958
1568	39454
1568	42329
1568	43103
1568	46175
1568	46482
1568	46545
1568	46692
1568	46759
1568	47087
1568	47532
1568	50729
1568	54433
1568	54933
1568	55068
1568	55590
1570	18922
1570	22903
1570	27166
1570	34206
1570	38566
1570	46869
1570	50728
1570	59243
1579	17499
1579	17680
1579	17777
1579	18025
1579	18034
1579	18292
1579	18735
1579	18798
1579	21604
1579	21680
1579	21938
1579	22327
1579	22577
1579	22581
1579	22642
1579	22643
1579	22702
1579	22835
1579	22889
1579	22955
1579	23027
1579	25776
1579	26483
1579	26546
1579	26740
1579	27125
1579	29613
1579	30247
1579	30352
1579	30385
1579	30502
1579	30504
1579	30505
1579	30506
1579	30567
1579	30630
1579	30635
1579	30641
1579	30697
1579	30769
1579	30770
1579	30828
1579	30834
1579	30957
1579	30958
1579	31091
1579	31259
1579	31283
1579	31342
1579	34011
1579	34614
1579	34740
1579	34800
1579	34804
1579	34866
1579	34868
1579	34932
1579	34999
1579	37858
1579	38897
1579	39001
1579	39265
1579	39777
1579	43222
1579	43425
1579	46246
1579	46380
1579	46507
1579	46752
1579	47464
1579	47535
1579	51043
1579	51107
1579	51543
1579	51623
1579	51752
1579	51753
1579	55011
1579	55200
1579	55597
1579	55656
1579	55715
1579	59170
1579	59756
1579	59816
1580	14115
1580	14259
1580	25638
1580	26730
1580	38645
1580	42661
1580	43682
1580	50395
1580	51568
1581	9831
1581	21534
1581	21789
1581	22948
1581	23007
1581	26982
1581	30493
1581	30994
1581	33878
1581	34356
1581	37993
1581	38965
1581	39284
1581	51412
1582	6444
1582	10591
1582	17755
1582	19167
1582	22134
1582	22198
1582	22628
1582	23138
1582	25907
1582	26741
1582	27491
1582	29860
1582	35241
1582	35317
1582	35432
1582	38297
1582	38564
1582	42193
1582	51159
1582	55252
1582	55335
1582	59298
1582	59488
1633	6313
1633	6322
1633	21737
1633	21800
1633	22937
1633	25962
1633	29478
1633	29728
1633	29861
1633	30115
1633	31285
1633	35349
1633	35492
1633	37849
1633	43545
1633	46107
1633	46109
1633	46359
1633	46996
1633	46998
1633	59425
1633	59625
1634	6257
1634	10416
1634	17616
1634	17969
1634	23086
1634	30437
1634	31322
1634	34518
1634	42207
1634	42895
1634	50219
1634	55144
1643	6248
1643	13722
1643	13939
1643	14707
1643	18227
1643	25684
1643	27097
1643	33636
1643	34263
1643	34713
1643	42605
1643	42768
1643	43104
1643	46682
1643	50660
1643	51306
1643	54812
1643	54895
1644	10277
1644	10350
1644	13930
1644	14508
1644	25572
1644	26656
1644	29742
1644	34420
1644	34847
1644	39398
1644	39475
1644	46617
1644	47211
1644	51168
1644	51422
1644	54758
1645	10291
1645	13988
1645	14891
1645	26660
1645	26966
1645	30036
1645	30545
1645	34675
1645	34858
1645	34910
1645	34971
1645	38696
1645	42920
1645	42960
1645	46444
1645	46561
1645	51029
1645	51283
1645	55334
1705	9642
1705	17961
1705	18349
1705	42014
1705	51677
1705	54944
1767	13934
1767	18479
1767	21805
1767	25581
1767	26858
1767	27045
1767	27046
1767	27368
1767	27374
1767	29854
1767	29995
1767	33832
1767	35491
1767	38568
1767	42025
1767	42223
1767	42978
1767	47580
1767	50583
1767	50901
1767	51368
1767	54692
1767	54812
1767	55204
1767	55336
1767	58726
1767	58794
1768	6186
1768	9908
1768	10590
1768	13551
1768	13583
1768	18479
1768	21539
1768	34967
1768	39026
1768	43161
1768	46929
1768	50587
1768	54958
1769	10224
1769	21922
1769	29851
1769	34452
1769	34845
1769	35021
1769	35052
1769	42082
1769	42603
1770	5358
1770	15006
1770	17693
1770	18086
1770	19233
1770	21348
1770	30507
1770	30621
1770	38999
1770	39581
1770	42469
1770	43287
1770	47776
1771	13675
1771	18019
1771	18212
1771	18407
1771	19106
1771	22877
1771	22941
1771	25757
1771	34075
1771	34267
1771	35087
1771	39092
1771	39593
1771	41885
1771	42343
1771	42767
1771	43219
1771	43497
1771	46384
1771	46700
1771	50774
1771	51756
1771	55086
1771	59367
1831	14377
1831	18531
1831	18546
1831	29599
1831	29601
1831	34277
1831	35052
1831	38564
1831	42965
1831	43116
1832	2025
1832	18639
1832	37789
1832	38927
1832	42335
1832	42454
1832	43415
1832	47648
1832	51355
1832	51417
1832	55129
1832	59486
1832	59500
1833	10732
1833	13404
1833	18017
1833	18595
1833	26477
1833	26542
1833	35250
1833	35486
1833	37804
1833	37921
1833	39337
1833	41826
1833	43550
1833	43740
1833	43744
1833	43811
1833	43812
1833	50213
1833	50275
1833	51806
1833	55073
1833	55149
1833	58787
1833	59615
1834	6701
1834	14568
1834	29804
1834	33754
1834	34642
1834	35245
1834	35495
1834	35505
1834	35686
1834	35754
1834	38380
1834	38994
1834	42724
1834	43820
1834	46229
1834	51370
1834	59428
1835	9903
1835	18404
1835	27179
1835	33751
1835	43435
1835	47133
1835	54818
1835	59045
1836	9645
1836	17966
1836	18279
1836	22963
1836	23011
1836	23199
1836	30065
1836	30171
1836	30199
1836	33837
1836	38361
1836	38366
1836	46433
1836	50408
1836	51235
1836	54562
1836	58975
1895	26153
1895	26774
1895	42193
1895	47399
1896	9709
1896	26004
1896	26151
1896	34703
1896	38105
1896	41956
1896	46494
1896	50466
1896	51362
1896	59036
1896	59290
1897	1964
1897	14313
1897	18465
1897	18543
1897	22623
1897	26162
1897	26284
1897	26788
1897	26847
1897	29721
1897	30316
1897	30380
1897	30890
1897	31007
